Total Depth,Central Tank Battery,fluid_gal,fluid_gal_per_ft,propp_lbs,propp_lbs_per_ft,max_treat_press,max_treat_rate,cum_oil_365
18383,123742,1445136,172,2385880,285,6662,36,87862
14100,123744,889308,236,1457480,388,9240,35,43200
19137,220189,1354248,158,1496680,175,6778,37.7,54310
19470,219108,2274678,234,2500000,257,8200,40,109343
18736,219108,2405130,270,2500000,280,8200,40,99596
22383,123763,7075278,567,12431941,997,7741,28.1,308162
21015,123764,6039852,543,10880259,978,8100,27.4,348584
19860,219097,3295866,347,3954329,416,11448,37.6,100758
20064,123768,1571766,172,3108371,340,8789,36.4,141963
20142,123769,1684704,180,3120392,334,9128,36.2,156382
20150,220189,1601082,168,1435872,151,6728,37.8,56449
20653,217258,1488816,148,1513075,151,7891,32.6,59972
19524,223804,2606772,271,4460059,464,9193,29.6,47467
19830,219475,1208760,134,1944720,216,8238,41.1,71046
20604,219074,1489446,153,2021808,208,7969,31.6,98898
20459,219074,1508976,159,1999414,211,8010,30.9,73728
20172,219074,1767234,186,2006869,212,7923,31,94138
20344,219074,1343958,143,2065460,221,7856,32.2,83641
18813,219692,769566,97,1049400,133,9384,41,82567
20204,222805,2567082,270,3396715,357,7834,42.2,119119
19085,219874,1076880,122,1677800,191,8150,41.5,56041
20812,219475,1243452,122,1913940,188,7766,59.3,109136
20381,123904,1360548,139,2467160,252,7418,43.3,103911
16552,123905,1133538,176,1922360,298,9564,36,71917
18861,123913,1509438,171,2403800,273,8500,36,158188
16140,123929,1098972,184,1922280,323,6722,36,109642
19197,123935,3051510,320,4061868,426,7617,33.3,60966
20515,223954,1459374,155,2063078,220,8098,32,61373
20509,223954,1432200,151,2048237,216,8987,32.5,69797
20591,223954,1988448,209,1936617,204,8526,32,62073
21119,223954,1358196,133,2083452,204,8004,33.6,75096
20634,217389,1441776,147,2040423,208,8387,33.6,87330
20900,217389,1489404,149,2021808,203,7969,30.6,82638
20048,224012,1806840,202,2170460,243,8157,32.4,110949
20773,219958,1976310,208,2293100,242,8003,31.8,103020
20258,224012,1825110,186,2501960,255,7701,33,142765
13570,124051,594804,204,1021340,350,6886,37,42179
22739,124052,1305864,107,2148470,176,7902,37,103389
18941,222831,1148952,141,1787280,220,7568,42.6,79103
15875,124074,866418,147,1520170,258,6532,39,69955
20162,124076,5825946,579,10176814,1012,8440,40.5,359916
20400,217618,3180366,331,4106090,428,8374,38.1,152426
20800,217618,3018078,305,3462994,350,9700,40.9,141617
19531,124109,2306976,245,2774740,294,6411,27.7,78250
20400,124166,2992248,311,3970189,413,8269,38.7,143839
19423,224172,3035760,343,3402432,384,8429,39.9,72908
19773,224172,2937228,310,3729239,394,7656,40.4,90220
20346,224172,3280746,327,3826489,381,9154,40,59213
18332,124186,2146914,265,2776640,343,6826,28.2,54034
18200,217010,1568784,180,1789492,206,7934,31,67493
19970,124194,3218292,349,4170220,453,6250,33.4,116940
19942,124217,1895124,202,3368808,359,8326,33,154635
19865,124218,1661814,177,3279524,349,7908,37.8,163719
19883,218268,1211028,130,2022780,217,7495,39.4,113565
17564,216871,1038198,142,1799900,247,6581,42.4,147461
20237,217964,808458,86,1142100,122,8474,41.6,46745
19983,217964,978390,105,1721820,185,7077,41,70551
19574,124281,5751312,580,10178260,1028,6822,28.3,354891
19247,124328,3059994,316,4058531,419,7925,31.1,45597
20275,216981,1655850,178,1712743,184,8439,30.7,71139
19219,216981,1570254,187,2037467,243,7764,27.6,63367
20284,224368,1615992,174,2050240,221,7942,32,124517
20465,224368,1536150,164,1929360,206,7966,29.9,110315
20435,224368,1257564,133,1615023,171,7698,36.7,97712
20810,224368,1681008,173,2022990,208,8300,33.3,107232
20841,223038,1782648,180,1749875,177,8142,32,99789
20715,223038,1454292,150,1809558,187,8225,31,69161
21156,223038,1420692,141,2036414,202,8117,31.3,81374
16222,124393,1112790,170,1931100,295,6139,37,93853
20555,221048,3212874,317,4397729,434,9170,33.7,102616
20491,221048,3489234,342,4457489,437,8584,29.7,84625
18483,217389,1505700,194,2129682,274,7722,30.5,69679
22725,217389,1604484,135,1963595,165,7964,30.4,73083
18730,217389,1922634,242,1958737,246,8741,30.7,83066
21054,217389,1509060,148,1847609,182,7942,30.3,58992
20631,224461,2189894,221,3290121,332,8840,48.9,143304
20584,224461,2359681,238,3309140,334,8834,49.8,126626
18587,218318,905394,112,1508880,187,5973,41.9,94513
16029,124511,63626640,10780,1514920,256,8128,36,53576
15415,124552,5161422,932,10591010,1912,8285,38.9,173925
14507,124553,4409790,969,9052060,1989,8585,39.2,166311
18131,216902,1095486,141,1787600,231,6529,41.4,103041
18478,216902,863394,105,1392800,169,7390,43,47807
18107,124559,1919862,284,3113495,460,8451,25,79813
17450,124560,1729140,273,2548090,403,8634,36,71109
23139,216981,1550640,128,1763665,145,8194,31.3,63505
18890,216981,1551228,194,1782621,224,8246,31.2,85189
18830,124563,1476300,185,2481760,311,7793,37,77824
19427,124564,1779162,210,2480680,293,8826,37,90793
20944,124565,1454586,147,2429940,246,9026,36,108318
18541,217240,1049958,136,1615400,210,7842,43.5,84545
18809,217240,1122492,145,1787540,231,7682,48.9,57928
18892,124580,2777964,308,3449540,383,9346,38.7,69016
17913,218347,1096704,149,1957029,266,6519,44,101624
18644,124582,5067930,574,8925548,1011,7443,25.7,316871
21010,124583,6560820,587,11389662,1020,7569,25.9,348246
20176,218501,3232740,345,2752830,293,7817,46,106561
20340,218501,3421362,361,2766877,292,8143,47,96516
17688,216905,1038198,149,1853260,266,6898,42.7,89047
21164,124666,8523060,744,11423855,997,8484,35.5,435652
19812,124667,4285850,427,10068470,1005,8168,36.6,393879
22139,124671,5601078,455,12323471,1003,8266,25.8,408036
20927,124672,735966,66,11388218,1031,7975,25.7,356824
16965,217081,1115352,164,1708780,252,5173,44.2,158250
20332,224711,3198090,344,2667411,287,7262,50,95388
20907,224711,3300612,334,2851820,289,8712,42,97056
18644,216928,1392468,174,2059004,257,7863,35.5,63734
21607,216928,1436526,130,1869695,169,8011,35.9,65978
16818,216928,1165164,182,1643676,257,7663,36.9,82255
14900,124727,890736,194,1536420,336,5661,36,64487
18072,217173,1026774,138,1830760,246,7458,41.1,83600
20400,218700,1117788,116,1594340,166,9434,41,30309
18004,218160,1059030,136,1956710,252,8125,42.9,116766
15230,221767,1587138,365,2159551,497,8464,43,68787
15050,221767,1704192,401,2174602,512,7089,40.4,86465
20452,220209,1132446,114,1915100,193,8402,41.2,95328
20390,220209,1119300,114,1865800,190,8316,41,64758
16601,124855,7024122,1043,11437185,1698,8095,38.9,229084
14919,124856,5384274,1058,8816716,1733,8887,38.9,215291
20916,216981,1362606,134,1941277,191,8072,34,93346
21186,216981,1235892,120,1522901,148,7892,30.8,84019
20697,124873,1633044,167,3367452,345,8949,36,118415
20120,124874,1633002,179,3424250,375,8585,36.1,95646
14105,124884,556668,145,1019300,265,6665,38,56348
18000,224895,1057014,144,1653040,226,8375,42.5,67444
20681,124896,1500366,151,2787094,281,8754,31.8,84428
20497,124897,1665930,173,3344116,348,7912,38.1,93069
19612,124923,2131878,213,3436735,344,7619,29.7,52579
18590,218700,1258110,161,1194060,153,9509,43.6,36463
20606,221048,3253572,317,4278044,417,8803,29.8,77586
20520,221048,3553998,347,4121349,402,8642,28,113261
20695,218963,2326915,236,3284358,333,9267,46.4,124747
20604,218963,2422107,246,3253031,330,8437,45.9,122514
18832,124960,9397374,1031,15316122,1680,8515,49.4,327145
18565,218342,1242402,160,2352760,303,7777,40.9,117412
17355,218277,941472,138,1614080,237,10009,42.2,90963
20696,125007,3576075,365,3366421,344,8561,36.1,136064
20589,125008,2806287,287,3264824,334,8569,36,111985
20725,125009,3044108,312,3299975,339,8726,36.6,128196
15350,221767,1745310,394,2319592,524,9324,29,75671
15395,125026,955836,209,1628300,357,7269,33.4,95957
14710,125027,817194,191,1742100,407,7252,35.7,62567
21133,125028,1634472,163,3403837,341,8030,30.4,112062
21043,125029,1554378,156,1929765,194,8159,32.8,120771
20133,125030,1496544,165,1937440,213,8079,30.4,105832
20737,125031,1574832,160,1935470,197,8916,33.9,96454
21648,125043,8130738,692,12055799,1026,8441,38.9,275100
19852,125044,6736338,675,10188128,1022,8629,37.7,298777
20481,125049,1590918,162,3166748,323,8003,37.5,112053
20780,125050,1612422,159,1614700,159,7315,36.7,156638
20463,221110,3175998,313,4618932,455,9466,34.3,54615
20485,221110,3135048,303,4470544,432,6528,30,105052
19932,220643,6192480,616,10087118,1004,6909,27.3,287726
17815,125068,1355886,193,1876335,268,8675,32.2,99565
18905,125069,1808436,230,1891793,241,8395,30.5,70292
18472,125070,1618260,210,2195294,286,8542,31.8,120376
20019,125093,896658,87,14298834,1392,8370,49.8,443549
20746,125099,1923306,204,2174240,231,8119,25.9,96651
20350,225100,1967658,208,2188920,232,7991,29.8,104422
20324,225100,1817130,192,2306900,244,7775,36.8,166793
20634,225100,1966440,203,2245660,232,7979,27.8,100622
19316,125103,9685116,1034,15441617,1648,8776,46.3,262917
19820,218876,1220268,132,1944480,210,7761,42.6,71025
19538,223804,2500218,259,4211630,437,8806,32.6,57902
19438,223804,2520714,261,4393852,456,8343,29.6,62431
17795,217032,1054620,143,1753020,237,6477,44.3,97092
17215,217575,1379784,197,1795480,256,7127,40.7,96364
17905,217912,1041306,131,1795000,226,6005,41.7,187105
16591,217700,1051596,170,1794660,290,5573,43.2,118544
20083,217081,4327764,437,6027880,609,7270,41.2,183918
18266,217115,1076082,139,17854652,2307,7823,40.9,121553
20630,219074,1639722,170,2160462,225,8165,30.4,114360
20924,219074,1637874,165,2179008,219,8447,32,89893
18420,217134,1120350,140,1892660,237,7095,41.4,168564
18915,217134,1061802,128,1689720,203,7626,42.2,91854
20551,218754,2665626,272,3248434,332,8858,36.6,109588
19509,223804,2607066,270,4430064,460,7683,31,58746
20130,125238,8240778,799,15412361,1495,8340,39.9,249588
19996,219074,1404522,157,1721173,192,8294,30.5,73208
20208,219074,1513890,166,2089091,229,8028,32.8,100441
19350,219628,2436672,258,4298400,456,7120,36.2,58167
19450,219628,2417310,255,4224440,445,9983,31.3,43886
19685,219628,2323608,237,4243905,434,7319,25.6,54523
21442,219074,1555848,153,1757893,173,7949,30.6,104888
20247,219074,1747872,190,2279620,248,7794,32.8,119092
21110,219074,2090592,209,2231544,223,9425,30.7,116604
19180,224895,1013880,119,1766362,208,8196,45.1,65308
20670,125315,2336334,239,2664586,273,8468,30.7,63789
15207,125316,800226,179,1624250,363,8385,35.1,84558
14278,125317,847476,213,1625242,410,5250,35.5,83226
15700,221767,1653288,345,2159959,450,6130,27.7,72991
15720,221767,1530312,276,2071625,374,7779,31,97565
20010,220840,1524222,157,2839060,293,8104,48.5,135495
20012,220840,1034962.547,153.098548,1945185.703,270.3972814,7584.894964,46.72752549,138740
19927,222292,3161466,327,3788540,391,8506,37.9,42189
20557,125336,10815672,1004,17399204,1615,8336,48.7,428287
18703,217603,1064406,130,2023300,247,9798,41.2,121560
19364,217023,1033452,113,1796540,196,6087,42.1,129424
17008,125343,5797680,848,13192788,1931,8295,38.3,367477
20339,225344,1867950,198,2189470,232,8467,36,112806
20283,225344,1164828,122,2497060,262,7696,27.5,170250
20495,225344,1977696,207,2322740,243,8009,35.3,127445
17352,218298,1590666,229,1378220,199,5682,41.4,106965
22349,125374,953736,78,14427158,1183,8464,41.8,442338
17600,218298,1157772,159,1967580,271,8846,42.5,85172
14875,225385,1213128,293,1367540,330,7181,41,50656
15135,225385,1348242,299,1705520,378,7598,42.3,66982
21690,125463,2053128,192,2382196,223,8532,36.7,189101
20325,125486,1957158,210,2776390,298,8188,32.3,131804
20802,225487,1991724,209,2485340,261,8197,34.8,148936
20942,125495,2267370,230,5276107,536,8256,35,92014
20826,125496,2372286,240,5277970,535,8250,36,137697
19437,218943,1083852,120,1828260,203,6174,52,99879
20897,125544,1996806,205,2046340,210,8172,28.1,114747
20570,125545,2074296,217,2165840,227,8211,35.2,148145
14080,125546,709800,173,1427573,348,8413,36.1,77874
14965,125547,805476,178,1592596,353,6272,36.9,39082
20495,222729,2860704,283,3856566,381,7768,39.1,97256
21350,216928,976500,89,1345839,123,7504,32.8,39692
20335,216928,1431108,147,2026155,208,8439,34.1,47842
20436,216928,1518510,150,1983249,196,8401,32.8,81771
16596,125605,4943568,803,9463430,1538,7950,41.9,121821
20300,225624,2788590,284,2955130,301,8164,33.9,102803
20075,225624,2754066,287,2885401,301,8657,40.3,82467
20600,225628,2651425,268,4025021,407,9694,39.2,198417
17735,125651,6165894,787,11343441,1448,7980,40.8,235657
16641,225661,9297708,1361,13687626,2004,8221,59.3,299991
20421,221110,3139458,308,4504130,441,7243,27.8,99059
20524,221110,3176628,311,4516330,443,8628,34.1,70747
20800,225688,3723888,389,4433772,464,10079,40.7,123556
20665,225688,3555216,370,4382518,456,9985,42,91627
17223,218098,1125306,162,2073220,299,6519,41.2,105357
20350,225723,3162474,303,4371800,419,9280,24.7,93047
19880,220505,1451142,150,2857660,296,5919,43.2,151887
20100,220505,1488102,151,2865160,290,8215,41.6,88274
20747,218943,1236774,121,2069138,202,7138,41.2,135810
19500,220451,1178184,125,1956596,209,7909,46.6,90629
19268,220451,1146012,125,1872605,204,8054,44.8,101486
19211,125781,2743818,317,3889877,450,7968,21,32041
20950,225487,1893990,193,2589140,264,7541,38.2,190077
14697,225852,6446202,1309,7511720,1526,8060,56.9,254611
16164,225852,8350020,1316,7054076,1112,8330,56.9,307676
19485,219628,2464308,258,4165828,437,8118,27,37869
16678,216463,1124088,183,1779020,289,8366,43.6,91026
20325,219512,3300822,326,3229839,319,9266,42.3,78977
19300,126028,13143354,1384,18750212,1975,7840,57.8,465897
20236,219036,2992794,313,4535533,474,8794,30.3,72803
17143,126163,2660258,443,2111914,352,8960,35.8,132829
20746,126164,3087124,312,2692654,272,8794,36.3,107807
19159,126224,2206848,234,3559577,377,9141,22,32669
19580,126225,2444484,243,4410059,438,6394,27.9,48840
20576,126268,2240826,232,5133240,532,8267,39.3,71937
15250,126442,1909950,407,3404419,726,8144,41.7,101409
17904,222463,2120580,297,2198168,308,9190,44.5,109176
19435,219628,1919106,203,3111678,330,9500,25.5,53881
20480,218833,2583504,265,3234580,332,10428,71.6,108372
14642,119264,987984,234,2532400,600,8290,38.1,63350
15158,119275,882882,193,1703220,374,9980,35,58365
14738,119277,871374,191,1500960,329,9992,35,21308
20340,219337,2420208,254,2589820,272,8923,41.1,51802
20485,219444,1630944,172,2398920,253,8658,41.1,214382
19957,219562,713664,395,996849,552,9084,42,65220
20440,219623,469812,49,6848,0,8666,35.3,165311
19830,119685,1547154,166,2549220,274,8434,36,109979
21435,119698,1666182,153,2377100,218,8040,40.3,60907
14414,119705,791742,177,1425451,319,8608,35.4,8084
20156,119809,1285074,137,1972840,210,8466,50.6,20556
20300,219820,2153046,225,3554500,372,8950,41.5,65409
20530,222283,1746192,182,2809080,293,8844,41.2,131258
20290,219923,2123898,223,2578750,271,8200,42,57664
21572,120034,2594004,247,2868507,273,7437,32.4,111000
19818,120060,1349922,150,1641440,183,9273,41.7,17787
20505,222774,2387322,248,3247000,338,8994,40.9,128986
20475,220079,1376088,144,1990780,208,8823,40.8,210412
21490,220695,1334256,126,2064780,196,8700,41.8,35729
21321,220788,1708518,164,1974622,189,7788,41.3,21521
21595,222372,1736490,164,3039560,287,8775,41.9,142520
20226,220796,1392006,144,2017600,209,9500,42.5,57981
20309,220028,1359498,140,1910831,198,7643,41.6,35363
20265,219820,1358574,142,1914300,200,8958,43.7,43300
21151,121002,2475816,246,2800457,278,8768,46.4,37286
21058,121213,1622628,175,2075780,223,8993,46.8,22637
21418,222594,1662780,159,2356214,225,8344,6970,76215
19715,121673,681331.2844,589.9960357,419086.0614,365.1635282,6506.551041,42.77343905,3821
21520,218837,1392342,136,1870495,183,8798,43.5,55095
20320,221958,1040676,108,1535712,159,8349,41,52554
19072,121984,1533210,182,2450360,291,8870,43,44721
20041,221958,1348830,145,1798195,194,8771,44.7,38341
20051,122047,1575084,169,2031820,219,8324,40,33362
20310,219337,1560342,165,1673009,177,9484,42.7,46215
21300,219819,1960854,195,3207636,319,8529,43.4,51234
20425,219810,1677228,176,2819540,296,8777,52.3,29687
21600,220828,1347150,126,1982404,186,9085,41.4,150348
21344,220695,1719270,165,2967280,285,8450,42.6,55666
21362,222176,1271340,120,1976137,187,7994,42.7,103127
20020,122224,1526448,163,460783,49,8944,38,103679
20203,222282,1831074,193,3001390,317,9641,5418,53554
20627,222283,1361766,141,1994220,207,8709,41.1,108438
21595,222286,1764126,165,2982733,280,8520,40.6,77592
21300,222286,1587054,153,2259420,219,8605,37.7,107218
21125,220079,817677,80,1092633.5,107,8750.5,35.95,181338
20360,219967,1335180,141,2004200,212,9743,7924,106421
21070,222372,1308090,130,2012400,201,8462,40.9,150224
20870,222774,18390918,1847,3110551,312,8639,41.8,110519
21436,222594,1876728,179,3021515,289,8611,44,77982
21235,222774,1827168,177,3152700,305,8695,40.8,110995
18750,218837,1272726,162,1949260,248,9079,36.6,41445
20521,219623,1347402,142,2618666,276,8519,42.1,131180
22020,222372,1924608,174,2932775,265,8937,41.7,124598
20877,219819,1561266,158,1597340,161,8470,31.4,82305
21500,222594,1597512,151,1447500,137,7905,44.2,77937
20211,219810,1614396,173,2860779,307,8898,42.1,30612
20225,219967,1132698,121,1544873,165,8532,40.7,76974
15159,122959,1047186,232,1716600,380,8778,42,39153
22320,220831,1811418,160,3209580,284,8682,40.9,23413
20740,219337,1927380,195,3173910,321,8989,40.9,35590
19648,123172,1701294,185,3322000,362,7545,39,109763
19777,123179,1692726,185,2913380,318,9748,39,71378
20135,223214,1842120,194,3176360,334,8670,41.2,53981
19983,123222,841351.7047,92.22379368,1033731.448,113.0881864,8414.771215,43.45590682,58887
18360,218833,1462272,192,1272600,167,8826,33,38604
21170,123396,1748502,166,2812200,268,9658,46,58556
20450,219444,1522920,159,1832100,192,8918,37.3,156725
22050,220828,1424472,129,2065400,187,8383,41.4,176793
21335,222176,1848882,174,3179460,299,8559,41.4,87674
20858,221483,333858,32,324400,31,7691,40.5,50625
22005,222286,1847034,168,3188340,291,8415,41.6,105374
20450,220079,1825194,193,3193460,338,8584,41.2,95581
20425,220124,1478736,155,1499020,157,8442,31.5,32222
20290,219562,1538418,161,1553020,163,7766,31.1,28461
20130,223577,1816206,192,3187060,337,7906,41.2,95089
20909,223577,1809654,182,32198200,3238,7961,40.8,108233
21895,221527,1844808,165,3248700,290,8275,41.6,114471
19950,123635,1848126,194,3218380,338,8529,41.7,41527
21358,221527,1858500,173,3408350,318,8365,45.8,60253
20660,223577,1804110,180,3171060,316,8319,41.1,81825
19942,221483,1707174,186,3076222,335,8462,41.6,80423
21890,222176,1725276,154,3192600,286,8041,41.3,84588
20145,223700,1588524,167,2463600,260,9299,47,93600
20840,219923,1839180,180,2933610,288,8547,41,24175
19716,123712,1467522,163,2497800,279,8363,45,56140
19832,123727,2249940,245,2992060,326,8599,45,63168
20868,123771,1793190,173,2089500,202,8019,41,39597
19845,223782,1436400,151,2372600,249,8627,46,81963
20700,223959,1676304,167,3090367,308,8365,41.2,98298
20213,223959,2192736,229,31474413,3298,9500,41.3,119810
20162,223959,1765344,186,3192820,337,8132,41.3,93001
20620,222282,1826412,185,1976580,200,8466,43.2,47810
14695,124030,924588,215,1482260,345,8407,46,67397
20430,225758,1768284,179,3219140,327,8353,51.2,140677
19639,224032,1512966,166,2327320,256,8652,46,89280
20275,124496,1779204,188,3143220,332,8164,43,64856
20135,224575,2318232,243,4811400,505,8581,44,79631
21470,124617,1102920,101,1634625,150,8054,26.2,19594
21460,224661,1925994,184,1991233,190,9495,33.4,58655
20888,224661,2066778,206,2050136,205,9488,48.2,55276
21429,220788,1755936,167,1948180,185,9621,65.8,29652
20910,124721,1920660,186,3242050,315,8450,42.4,74721
20230,224859,2529702,279,5259268,581,9041,68.6,70768
19978,224859,1786428,196,2934331,323,8624,41.8,62277
20286,224989,1613640,182,2897055,327,8348,46,55817
20098,224989,1630146,180,2802221,309,9611,46,63408
19720,125021,2233812,248,2891249,322,8408,56,73193
21305,125376,3361218,330,2851500,280,8677,46,56486
21907,225391,1594572,144,3098156,280,9160,30.9,79937
20598,225391,1666728,172,3206124,331,8788,32.9,75362
20367,225391,1555092,158,3222120,328,7710,31.8,90233
20300,225452,1297128,138,2032525,216,8991,37.1,87106
20477,225452,2097438,219,2121180,222,9331,31,103189
21325,225452,1254876,121,2260455,218,8368,30.8,85994
19816,225470,1475334,169,1381988,158,9496,31,63643
20460,225470,1671180,176,1547892,163,8859,53.1,60958
21060,225591,1320060,126,2291333,219,8050,33.5,54729
20905,225591,1319430,128,2265947,220,8883,31.1,62833
20239,125626,2518782,267,2759382,292,8590,30,77890
20102,223700,1567020,171,2901860,317,9384,46,61377
21208,225758,1351308,128,2225977,210,8301,32.3,104089
20610,225758,1292046,130,2202857,222,8518,31.7,88570
20260,125782,1073982,114,25571,2,9793,46,49623
20367,116838,1454754,160,1406631,155,8615,61,87020
19395,216944,1236312,135,932678,102,7993,52.1,149392
19044,117415,525420,57,112560,12,6500,50,61816
18519,117570,566130,64,1395975,159,7200,50,36075
20634,117816,2788128,273,2445520,239,8893,73,49680
20482,117843,2512692,272,3549915,384,8606,51,88745
17160,217979,5170578,935,2170034,392,8527,62,95359
17000,218009,3850434,734,2044560,390,8406,60,90837
18010,218009,4345866,757,2188890,381,8300,60,118739
17825,118021,3783402,659,1770620,308,8400,62,84096
19550,118050,2241750,250,3186159,355,7490,36,55575
17222,218084,3153444,745,1517433,358,8841,65.2,80117
16610,118063,5616072,995,2315170,410,8653,76.5,133719
17840,218067,5778108,960,2280449,378,8828,76,113519
16230,118069,3997266,767,2183060,419,8000,61,78709
16640,218067,5759502,1045,2269935,412,8655,76.5,111443
17505,118075,5837160,1002,2376726,408,8788,76.7,139519
21018,118078,1066212,114,1152900,123,8394,49,84950
19253,218081,1247022,139,860986,96,8755,60,39641
19200,118100,879018,97,854222,95,8767,47,87299
19847,218102,1101660,118,1114666,119,8667,45,59416
19120,118125,1766982,192,1779906,193,8378,64,30621
18940,118304,1429650,142,1993110,198,7500,50,111858
19920,118324,3840312,427,3964282,441,9400,42,106795
19700,118418,1916334,191,3297052,329,8450,41,70956
22445,118420,1127784,121,1196400,128,8270,50,50018
19500,118431,1858584,212,1993301,227,9437,61,64579
19920,118439,2943360,320,3624780,394,9227,4208,83918
19701,118456,2905980,328,3924200,443,9300,38.6,71588
19028,118460,1730652,208,1931720,232,8500,50,96172
19846,118480,1703982,179,2105601,221,8045,50,45999
20011,218494,955122,102,1536418,165,8963,61,56713
19950,118498,1786974,198,1978060,220,9000,40,73908
20120,118506,2943276,323,3719840,408,9450,45.8,62883
19478,118508,1695204,179,1929164,204,8466,39,45451
19696,118510,1418004,155,1649301,180,9059,52,129743
19399,118533,1652574,183,1571269,174,8762,54,57734
20020,118534,2700138,298,3589480,396,9600,53.1,73463
20750,118538,2305380,245,3865899,410,9272,33,93203
20090,118551,999516,103,347905,35,6280,62.1,122720
19320,118552,1258866,144,2676300,306,5682,57.2,64760
20560,118556,2266446,227,2665063,267,8633,53,32799
21200,118567,2070558,197,3333560,317,8950,40.2,76486
19536,118573,1859130,197,1981121,210,8512,54,51137
15382,118581,1138200,262,1900000,437,9300,30,49032
18952,118613,1879332,215,2113080,241,8500,41,119502
20000,118614,1744218,172,2028217,200,7300,43.7,62914
19600,218620,1834098,197,1935332,208,8941,50,40163
18880,118649,1721076,190,1782149,197,8500,41,78930
19506,218667,1686426,185,1560239,171,9389,54,46182
19388,118704,0,0,0,0,6741,59.7,47493
19390,118714,0,0,0,0,6728,49.2,103086
19538,118723,1070622,115,0,0,5673,28.9,47994
20283,118742,1868580,196,2414689,254,7232,41.3,71572
20420,118745,3286500,345,3908840,410,9728,41.4,90271
20650,118758,469987.8289,193.0045464,441889.7234,196.7649357,8918.724302,29.47127939,63346
20304,118764,1821876,193,2207097,234,7864,43,65011
20060,118771,2284380,252,2649520,293,7949,40,75993
20508,118782,1879542,195,217929,22,6938,44.9,65218
20300,118791,2999808,322,3782120,406,9486,40.5,86217
20080,118796,3244542,350,3777400,407,9450,55.7,95225
19943,118811,2103738,222,2534194,268,8155,46,82105
20300,118817,2313150,245,3444072,366,8493,33.4,70325
17272,218084,4709292,833,2163198,383,9000,61,91505
18928,118834,2468298,272,2891430,319,8500,41,156873
19315,118851,2248848,221,2643231,260,6210,42.2,91051
19585,118867,0,0,2949000,316,8037,51.8,86880
20686,118887,4272114,467,4329400,474,7700,44,91027
20360,118889,0,0,0,0,6725,54.3,92607
20596,118891,3168564,338,3704860,395,8600,43.7,124816
20012,218893,2433102,247,2405317,245,8576,62,56819
19606,118894,2360148,253,2228113,239,8706,61,53013
19984,118897,2093196,226,2507310,270,7230,42.8,59564
20262,118901,2166486,210,2616107,253,7431,43.1,80291
20335,118903,2747094,288,2548663,267,8606,53,43785
20470,118906,3259494,344,3730700,394,9152,41,92724
20780,118931,4153464,456,4210400,463,7600,45,85554
20385,118944,2097648,209,2504095,250,8505,52,50121
20360,118955,3401160,367,3345540,361,9032,55,89673
19165,118960,2198154,220,3085820,310,6440,41,122414
20475,118964,2302104,238,2994570,310,8500,38,57269
20562,118966,1672314,169,2212526,224,7951,31.6,52762
19962,118967,1809318,192,1883378,200,7435,52,31113
20360,118992,940926,219,1831385,427,10087,32.4,53435
20470,119002,3153066,329,3794684,396,9118,41.2,112297
19690,119008,2919420,331,3484740,395,9512,40.9,113420
19883,119014,1804908,192,2008397,214,8328,48,58276
19950,119031,3010434,334,3598180,399,9098,44.3,78051
20970,119032,3381126,825,1443680,352,9000,61,69693
20676,119033,2105082,220,2914030,304,8510,31.4,75856
20300,119034,3016566,323,3685280,395,9571,40.7,92778
19933,119038,3080196,327,2624382,279,8862,35,67981
20126,119041,2996322,312,2551919,266,7135,41,65261
20100,119045,2116128,211,2939308,293,7900,42,71832
20346,119046,1886094,201,2823913,301,9763,41.6,52016
20527,119048,3110100,321,2837682,292,9235,39,72356
17750,119060,2542092,409,2123627,342,7175,39,28349
19500,119065,2374218,244,2815230,289,8500,40,48761
20270,119066,3106446,345,3922000,435,8764,46,74860
20440,219085,3083808,326,3680180,389,9089,41.8,94686
20580,219085,3272892,335,3893500,399,9344,50,95732
20700,119087,2587704,277,2862500,307,9300,30,74219
20526,119091,2471574,250,3534320,358,7814,46.8,75782
19940,219103,2801022,305,2601778,284,9135,38,41531
19874,119105,2560362,281,2818646,309,8689,49.6,84607
20263,119117,2881158,293,2912187,296,8702,57,61718
20400,119119,3487134,366,3918700,412,8999,47.1,137974
20930,119123,3808801.709,517.0661176,1580165.934,212.0924274,8955.682224,58.47760238,129900
21135,119127,1902222,198,2152566,224,8535,53,80127
20479,119130,3251514,350,3300000,356,8500,35,96955
19754,119131,2708244,295,4602942,502,8518,46.9,70349
21222,119132,2888760,273,4757280,449,8561,46.5,84782
19777,119133,1186672,132,1927288,215,8597,43.8,55426
20454,119134,1968792,204,2231902,232,8538,53,83152
21045,119158,2493666,260,2665126,278,7872,41.4,99069
15965,119169,1334886,235,1686723,297,8949,31,37952
20450,219176,3656184,383,3883740,407,9332,54.6,119869
21000,119188,3366552,364,3557106,385,9753,47.5,115012
20890,119189,2886240,319,2809772,311,10000,35.3,122748
19146,119190,1807638,189,2794760,292,7540,42.3,98210
19590,119191,1864590,186,2812140,280,7260,41.2,98426
19314,119192,1884162,195,2852068,296,8090,42.7,71793
19814,119193,2038092,201,2796320,275,7920,41.4,103936
20420,119196,0,0,0,0,7585,56,96044
20242,119199,2932566,316,39290000,4237,7800,35,81201
20466,119202,2448600,264,3800000,409,9300,30,67545
15560,119209,1211658,284,643262,150,7163,55,27639
20163,119212,2413782,258,2970461,318,7900,42,82971
